Tester Name$System Name$JVM Name$JVM Version$max-jOPS$critical-jOPS$Test_Location$Publish_Date$CPU_Name$Nodes$Processor_Chips$Processor_Cores$Processor_Threads$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Disk$Memory
Fujitsu$Fujitsu Server PRIMERGY TX1330 M4  HTML$Oracle Java SE 10.0.2$Java HotSpot 64-bit Server VM, version 10.0.2$26012$13098$Kawasaki, Japan$Nov 06, 2018$Intel Xeon E-2186G$1$1$6$12$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12MB I+D on chip per chip$1x 2TB SATA HDD$16GB 2Rx8 PC4-2666V-E(GB)
Fujitsu$Fujitsu Server PRIMERGY TX1320 M4  HTML$Oracle Java SE 10.0.2$Java HotSpot 64-bit Server VM, version 10.0.2$27083$12653$Kawasaki, Japan$Thu Nov  8 10:44:08 EST 2018$Intel Xeon E-2186G$1$1$6$12$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12MB I+D on chip per chip$1x 2TB SATA HDD$16GB 2Rx8 PC4-2666V-E(GB)
Fujitsu$Fujitsu Server PRIMERGY TX1320 M4  HTML$Oracle Java SE 10.0.2$Java HotSpot 64-bit Server VM, version 10.0.2$26397$13426$Kawasaki, Japan$Thu Nov  8 10:44:08 EST 2018$Intel Xeon E-2186G$1$1$6$12$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12MB I+D on chip per chip$1x 2TB SATA HDD$16GB 2Rx8 PC4-2666V-E(GB)
Fujitsu$Fujitsu Server PRIMERGY TX1330 M4  HTML$Oracle Java SE 10.0.2$Java HotSpot 64-bit Server VM, version 10.0.2$27083$12653$Kawasaki, Japan$Thu Nov  8 10:44:08 EST 2018$Intel Xeon E-2186G$1$1$6$12$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12MB I+D on chip per chip$1x 2TB SATA HDD$16GB 2Rx8 PC4-2666V-E(GB)
Fujitsu$Fujitsu Server PRIMERGY TX1330 M4  HTML$Oracle Java SE 10.0.2$Java HotSpot 64-bit Server VM, version 10.0.2$26397$13426$Kawasaki, Japan$Thu Nov  8 10:44:08 EST 2018$Intel Xeon E-2186G$1$1$6$12$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12MB I+D on chip per chip$1x 2TB SATA HDD$16GB 2Rx8 PC4-2666V-E(GB)
Fujitsu$Fujitsu Server PRIMERGY RX2530 M5  HTML$Oracle Java SE 11.0.2$Java HotSpot 64-bit Server VM, version 11.0.2$157061$132521$Kawasaki, Japan$Tue Apr  2 15:05:14 EDT 2019$Intel Xeon Platinum 8280$1$2$56$112$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1x 240GB M.2 SSD$32GB 2Rx4 PC4-2933Y-R(GB)
Fujitsu$Fujitsu Server PRIMERGY RX2530 M5  HTML$Oracle Java SE 11.0.2$Java HotSpot 64-bit Server VM, version 11.0.2$160590$103966$Kawasaki, Japan$Tue Apr  2 15:05:14 EDT 2019$Intel Xeon Platinum 8280$1$2$56$112$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1x 240GB M.2 SSD$32GB 2Rx4 PC4-2933Y-R(GB)
Fujitsu$Fujitsu Server PRIMERGY RX4770 M5  HTML$Oracle Java SE 11.0.2$Java HotSpot 64-bit Server VM, version 11.0.2$259141$207097$Kawasaki, Japan$Tue Apr  2 15:05:14 EDT 2019$Intel Xeon Platinum 8280L$1$4$112$224$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5MB I+D on chip per chip$1x 240GB M2 SSD$32GB 2Rx4 PC4-2933Y-R(GB)
Fujitsu$Fujitsu Server PRIMERGY RX2540 M5  HTML$Oracle Java SE 11.0.2$Java HotSpot 64-bit Server VM, version 11.0.2$101742$67948$Kawasaki, Japan$Fri Apr 12 17:17:37 EDT 2019$Intel Xeon Platinum 8280M$1$2$56$112$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5MB I+D on chip per chip$1x 1.6TB SAS SSD$32GB 2Rx4 PC4-2933Y-R(GB)
Fujitsu$Fujitsu Server PRIMERGY RX2540 M5  HTML$Oracle Java SE 11.0.2$Java HotSpot 64-bit Server VM, version 11.0.2$98065$71031$Kawasaki, Japan$Fri Apr 12 17:17:37 EDT 2019$Intel Xeon Platinum 8280M$1$2$56$112$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5MB I+D on chip per chip$1x 1.6TB SAS SSD$32GB 2Rx4 PC4-2933Y-R(GB)
GIGA-BYTE TECHNOLOGY CO., LTD.$R282-Z90  HTML$Oracle Java SE 12.0.1$Java HotSpot 64-bit Server VM, version 12.0.1$289416$248786$New Taipei City 231, Taiwan$Wed Aug  7 19:56:20 EDT 2019$AMD EPYC 7742$1$2$128$256$2250$32KB(I)+32KB(D) per core$512KB (I+D) per core$256MB (I+D) on chip per chip$1 x SAMSUNG SSD 833 DCT 1.92TB$64 GB 4Rx4 PC4-3200AA-L(GB)
GIGA-BYTE TECHNOLOGY CO., LTD.$R282-Z90  HTML$Oracle Java SE 17.0.2$Java HotSpot 64-bit Server VM, version 17.0.2$343031$309726$New Taipei City 231, Taiwan$Mon Mar 21 09:38:43 EDT 2022$AMD EPYC 7773X$1$2$128$256$2200$32KB(I)+32KB(D) per core$512KB (I+D) per core$768MB (I+D) on chip per chip$1 x nvme 1.92TB$64 GB 4Rx4 PC4-3200AA-L(GB)
GIGA-BYTE TECHNOLOGY CO., LTD.$R282-Z90  HTML$Oracle Java SE 17.0.2$Java HotSpot 64-bit Server VM, version 17.0.2$368441$321955$New Taipei City 231, Taiwan$Fri Jun 10 14:07:37 EDT 2022$AMD EPYC 7773X$1$2$128$256$2200$32KB(I)+32KB(D) per core$512KB (I+D) per core$768MB (I+D) on chip per chip$1 x nvme 1.92TB$64 GB 4Rx4 PC4-3200AA-L(GB)
H3C$H3C UniServer R4900 G3  HTML$Oracle Java SE 8u144$Java HotSpot 64-Bit Server VM, version 1.8.0_144$151767$77724$Hangzhou, ZheJiang, China$Fri Oct 13 14:46:23 EDT 2017$Intel(R) Xeon(R) Platinum 8180M CPU$1$2$56$112$2500$32 KB(I)+32 KB(D) per core$1024 KB (I+D) per core$39424 KB (I+D) on chip per chip$1 x 480 GB SSD SATA$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)(GB)
H3C$H3C UniServer R6900 G3  HTML$Oracle Java SE 9.0.4$Java HotSpot 64-Bit Server VM, version 9.0.4$253044$93986$Hangzhou, ZheJiang, China$Thu Apr  5 17:14:46 EDT 2018$Intel(R) Xeon(R) Platinum 8180 CPU$1$4$112$224$2500$32 KB(I)+32 KB(D) per core$1024 KB (I+D) per core$39424 KB (I+D) on chip per chip$1 x 300 GB SSD SATA$768 GB (48 x 16 GB 2Rx8 PC4-2666V)(GB)
