Test Sponsor$System Name$Parallel$Base  Threads$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Dell Inc.$PowerEdge T350 (Intel Xeon E-2334, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$4$1$2$33.2$33.9$--$--$Apr-2021$Intel Xeon Platinum 8352Y$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge T350 (Intel Xeon E-2374G, 3.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$4$1$2$34.2$35.0$--$--$May-2021$Intel Xeon Platinum 8358$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2324G, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$4$1$1$32.2$32.4$--$--$Apr-2021$Intel Xeon Platinum 8358P$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2314, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$4$1$1$30.1$30.5$--$--$Apr-2021$Intel Xeon Platinum 8360Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2388G, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$1$2$43.9$44.8$--$--$Apr-2021$Intel Xeon Platinum 8368$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2378G, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$1$2$42.6$43.6$--$--$Apr-2021$Intel Xeon Platinum 8368Q$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2336, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$6$1$2$38.0$38.8$--$--$May-2021$Intel Xeon Gold 5317$3000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2356G, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$6$1$2$39.6$40.5$--$--$May-2021$Intel Xeon Gold 5318S$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2374G, 3.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$4$1$2$34.0$34.8$--$--$Jun-2021$Intel Xeon Gold 5320$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2334, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$4$1$2$32.9$33.6$--$--$May-2021$Intel Xeon Gold 5320T$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$30 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge T350 (Intel Xeon E-2336, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$6$1$2$38.3$39.1$--$--$Jun-2021$Intel Xeon Gold 6312U$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$256 GB (8 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2378, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$1$2$41.3$42.1$--$--$Jun-2021$Intel Xeon Gold 6326$2900$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R350 (Intel Xeon E-2386G, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$6$1$2$40.3$41.2$--$--$May-2021$Intel Xeon Gold 6334$3600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750 (Intel Xeon Platinum 8362, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$217$220$--$--$May-2021$Intel Xeon Gold 6338T$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xa (Intel Xeon Platinum 8362, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$222$225$--$--$May-2021$Intel Xeon Gold 6342$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xa (Intel Xeon Platinum 8352M, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$203$205$--$--$Sep-2021$Intel Xeon Platinum 8352M$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Silver 4309Y, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$99.0$101$--$--$Sep-2021$Intel Xeon Platinum 8362$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Silver 4310, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$117$119$--$--$May-2021$Intel Xeon Silver 4309Y$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$12 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Silver 4314, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$147$150$--$--$May-2021$Intel Xeon Silver 4310$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Silver 4316, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$40$2$1$155$158$--$--$May-2021$Intel Xeon Silver 4310T$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$15 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 6338, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$200$203$--$--$May-2021$Intel Xeon Silver 4314$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 5317, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$132$135$--$--$May-2021$Intel Xeon Silver 4316$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$30 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 5318Y, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$169$173$--$--$Aug-2021$Intel Xeon Gold 5315Y$3200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$12 MB I+D on chip per chip$512 GB (12 x 32 GB 2Rx8 PC4-3200AA-R; 4 x 32 GB 2Rx4 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 5315Y, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$104$107$--$--$Aug-2021$Intel Xeon Gold 5317$3000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 5320, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$52$2$1$177$180$--$--$Sep-2021$Intel Xeon Gold 5318Y$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 6330N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$169$173$--$--$Sep-2021$Intel Xeon Gold 5320$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 6334, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$112$114$--$--$Sep-2021$Intel Xeon Gold 5320$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$512 GB (12 x 32 GB 2Rx8 PC4-3200AA-R; 4 x 32 GB 2Rx4 PC4-3200AA-R, running at 2933)$225 GB on tmpfs
Dell Inc.$PowerEdge R650xs (Intel Xeon Gold 6338N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$194$196$--$--$Sep-2021$Intel Xeon Gold 6326$2900$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$512 GB (12 x 32 GB 2Rx8 PC4-3200AA-R; 4 x 32 GB 2Rx4 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 6242R, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$40$2$1$138$140$--$--$Aug-2021$Intel Xeon Gold 6330$2000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$125 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 6338, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$198$201$--$--$Oct-2021$Intel Xeon Gold 6330N$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 6334, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$111$114$--$--$Sep-2021$Intel Xeon Gold 6334$3600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 6338N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$192$195$--$--$Sep-2021$Intel Xeon Gold 6336Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 6330N, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$170$173$--$--$Oct-2021$Intel Xeon Gold 6338$2000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 5320, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$52$2$1$177$180$--$--$Oct-2021$Intel Xeon Gold 6338N$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 6326, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$159$163$--$--$Aug-2021$Intel Xeon Platinum 8352V$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$512 GB (4 x 32 GB 2Rx4 PC4-3200AA-R; 12 x 32 GB 2Rx8 PC4-3200AA-R, running at 2933)$512 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 6336Y, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$181$184$--$--$Aug-2021$Intel Xeon Platinum 8352Y$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 5320, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$52$2$1$174$179$--$--$Aug-2021$Intel Xeon Platinum 8358P$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (4 x 32 GB 2Rx4 PC4-3200AA-R; 12 x 32 GB 2Rx8 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 5318Y, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$167$170$--$--$Aug-2021$Intel Xeon Platinum 8360Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$512 GB (4 x 32 GB 2Rx4 PC4-3200AA-R; 12 x 32 GB 2Rx8 PC4-3200AA-R)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 5315Y, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$104$106$--$--$Aug-2021$Intel Xeon Silver 4309Y$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$12 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$512 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Gold 5317, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$133$135$--$--$Aug-2021$Intel Xeon Silver 4310$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (4 x 32 GB 2Rx4 PC4-3200AA-R; 12 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$512 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Silver 4314, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$147$149$--$--$Aug-2021$Intel Xeon Silver 4314$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge R750xs (Intel Xeon Silver 4316, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$40$2$1$156$159$--$--$Aug-2021$Intel Xeon Silver 4316$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$30 MB I+D on chip per chip$512 GB (12 x 32 GB 2Rx8 PC4-3200AA-R; 4 x 32 GB 2Rx4 PC4-3200AA-R, running at 2666)$225 GB on tmpfs
Dell Inc.$PowerEdge M640 (Intel Xeon Bronze 3206R, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$55.1$55.8$--$--$Jan-2020$AMD EPYC 7232P$3100$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$32 MB I+D on chip per chip, 8 MB shared / 2 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Silver 4214R, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$95.7$96.8$--$--$Sep-2019$AMD EPYC 7262$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB per core$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 6240R, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$133$135$--$--$Jan-2020$AMD EPYC 7272$2900$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 3 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Silver 4208, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$65.7$66.5$--$--$Jan-2020$AMD EPYC 7282$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 6142, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$118$120$--$--$Aug-2019$AMD EPYC 7302P$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 2 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200Y-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Silver 4215R, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$16$2$2$79.2$79.6$--$--$Apr-2021$AMD EPYC 7313P$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 4 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge M640 (Intel Xeon Bronze 3206R, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$54.0$55.3$--$--$Aug-2019$AMD EPYC 7402P$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 3 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Silver 4210R, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$20$2$2$80.6$81.3$--$--$Mar-2021$AMD EPYC 7413$2650$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 5220R, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$137$138$--$--$Apr-2021$AMD EPYC 7443P$2850$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 6230R, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$52$2$1$133$135$--$--$Sep-2019$AMD EPYC 7452$2350$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 6238R, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$141$142$--$--$May-2021$AMD EPYC 74F3$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 3 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge M640 (Intel Xeon Gold 6208U, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$1$1$77.7$78.8$--$--$Sep-2019$AMD EPYC 7502P$2500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6138, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$40$2$1$52.5$53.3$--$--$May-2021$AMD EPYC 7513$2600$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 8 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6208U, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$1$1$79.6$80.8$--$--$Jan-2020$AMD EPYC 7532$2400$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 2 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6230R, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$52$2$1$140$143$--$--$Aug-2019$AMD EPYC 7542$2900$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R, running at 3200)$1 x 960 GB SAS SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6238R, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$142$144$--$--$May-2021$AMD EPYC 7543P$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6242R, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$40$2$1$142$144$--$--$Jan-2020$AMD EPYC 7552$2200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$192 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge T550 (Intel Xeon Gold 6338, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$2$1$198$202$--$--$Feb-2022$AMD EPYC 7573X$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$768 MB I+D on chip per chip, 96 MB shared / 4 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-L)$125 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6240R, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$144$146$--$--$Mar-2021$AMD EPYC 75F3$2950$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$1 TB (8 x 128 GB 4Rx4 PC4-3200AA-R)$125 GB on tmpfs
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 6258R, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$148$150$--$--$Jan-2020$AMD EPYC 7642$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 3 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Dell Inc.$PowerEdge C6420 (Intel Xeon Gold 5220R, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$2$1$139$140$--$--$Jan-2020$AMD EPYC 7662$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
