Test Sponsor$System Name$Parallel$Base  Threads$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Lenovo Global Technology$ThinkSystem SR650 (2.50 GHz, Intel Xeon Platinum 8180M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$9.22$9.56$--$--$May-2021$Intel Xeon Gold 6338$2000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (1.70 GHz, Intel Xeon Bronze 3104)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$12$2$1$4.11$4.22$--$--$Jun-2021$Intel Xeon Gold 5318Y$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 2933)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR950 (2.00 GHz, Intel Xeon Gold 5117)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$4$1$6.81$7.01$--$--$Jun-2021$Intel Xeon Gold 5320$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R, running at 2933)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR950 (3.50 GHz, Intel Xeon Gold 6144)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$4$1$9.79$10.1$--$--$May-2021$Intel Xeon Platinum 8352Y$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (1.70 GHz, Intel Xeon Bronze 3106)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$4.26$4.38$--$--$Jun-2021$Intel Xeon Platinum 8352M$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (2.10 GHz, Intel Xeon Silver 4110)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$6.89$7.05$--$--$May-2021$Intel Xeon Platinum 8380$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (3.60 GHz, Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$2$1$8.18$8.41$--$--$Jul-2021$Intel Xeon Gold 6336Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR950 (2.00 GHz, Intel Xeon Platinum 8153)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$128$128$8$1$6.99$7.23$--$--$May-2021$Intel Xeon Platinum 8360Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR950 (3.60 GHz, Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$8$1$8.59$8.83$--$--$May-2021$Intel Xeon Platinum 8368$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$192$192$8$1$9.08$9.35$--$--$May-2021$Intel Xeon Gold 6348$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR530 (2.20 GHz, Intel Xeon Silver 4114T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$20$2$1$7.03$7.25$--$--$May-2021$Intel Xeon Platinum 8358$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR530 (2.10 GHz, Intel Xeon Silver 4116T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$7.09$7.32$--$--$May-2021$Intel Xeon Platinum 8358P$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR570 (1.70 GHz, Intel Xeon Bronze 3104)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$12$2$1$4.12$4.23$--$--$Apr-2021$Intel Xeon Platinum 8368Q$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR530 (2.30 GHz, Intel Xeon Gold 5118)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$7.57$7.78$--$--$Jun-2021$Intel Xeon Gold 6342$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR570 (1.80 GHz, Intel Xeon Silver 4108)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$6.83$7.08$--$--$Jun-2021$Intel Xeon Platinum 8362$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR530 (2.20 GHz, Intel Xeon Gold 5120)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$28$2$1$7.67$7.90$--$--$Jul-2021$Intel Xeon Gold 6326$2900$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR570 (2.00 GHz, Intel Xeon Silver 4109T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$6.88$7.11$--$--$May-2021$Intel Xeon Gold 6354$3000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR570 (2.60 GHz, Intel Xeon Silver 4112)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$2$1$6.59$6.79$--$--$May-2021$Intel Xeon Gold 6346$3100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.20 GHz, Intel Xeon Gold 5120)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$4$1$7.67$7.89$--$--$Jun-2021$Intel Xeon Gold 6334$3600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.60 GHz, Intel Xeon Gold 6126)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$4$1$8.73$8.97$--$--$Dec-2022$Intel Xeon Platinum 8490H$1900$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$112.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.10 GHz, Intel Xeon Gold 6130)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$4$1$8.81$9.04$--$--$Jan-2023$Intel Xeon Platinum 8460Y+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.10 GHz, Intel Xeon Gold 6130T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$4$1$8.83$9.08$--$--$Feb-2023$Intel Xeon Platinum 8470$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (1.80 GHz, Intel Xeon Silver 4108)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$6.85$7.04$--$--$Feb-2023$Intel Xeon Platinum 8480+$2000$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.10 GHz, Intel Xeon Silver 4110)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$6.88$7.07$--$--$Jan-2023$Intel Xeon Gold 6448Y$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.10 GHz, Intel Xeon Silver 4116T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$7.05$7.28$--$--$Feb-2023$Intel Xeon Platinum 8468$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.70 GHz, Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$72$72$4$1$8.87$9.12$--$--$Feb-2023$Intel Xeon Platinum 8470Q$2100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$105 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.60 GHz, Intel Xeon Gold 6126)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$4$1$8.71$8.88$--$--$Feb-2023$Intel Xeon Platinum 8468V$2400$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$97.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.00 GHz, Intel Xeon Platinum 8164)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$104$104$4$1$9.05$9.30$--$--$Feb-2023$Intel Xeon Gold 6426Y$2500$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$37.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.10 GHz, Intel Xeon Gold 6130)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$4$1$8.76$9.05$--$--$Feb-2023$Intel Xeon Gold 6442Y$2600$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.10 GHz, Intel Xeon Platinum 8170)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$104$104$4$1$9.09$9.35$--$--$Jan-2023$Intel Xeon Platinum 8458P$2700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$82.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (3.00 GHz, Intel Xeon Gold 6136)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$4$1$8.79$9.12$--$--$Feb-2023$Intel Xeon Platinum 8462Y+$2800$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.10 GHz, Intel Xeon Platinum 8176)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$112$112$4$1$9.28$9.56$--$--$Jan-2023$Intel Xeon Gold 6458Q$3100$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$60 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.00 GHz, Intel Xeon Gold 6138)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$80$80$4$1$8.93$9.20$--$--$Feb-2023$Intel Xeon Gold 6444Y$3600$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$45 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR550 (2.10 GHz, Intel Xeon Silver 4116T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$7.09$7.27$--$--$Feb-2023$Intel Xeon Gold 6434$3700$32 KB I + 48 KB D on chip per core$2 MB I+D on chip per core$22.5 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx8 PC5-4800B-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.60 GHz, Intel Xeon Gold 6142)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$4$1$8.83$9.06$--$--$Feb-2023$AMD EPYC 9634$2250$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$384 MB I+D on chip per chip, 32 MB shared / 7 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR550 (2.00 GHz, Intel Xeon Gold 5117)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$28$2$1$6.73$6.97$--$--$Dec-2022$AMD EPYC 9654$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$384 MB I+D on chip per chip, 32 MB shared / 8 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem ST550 (2.20 GHz, Intel Xeon Gold 5120T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$28$2$1$7.66$7.86$--$--$Jan-2023$AMD EPYC 9534$2450$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR550 (1.90 GHz, Intel Xeon Gold 5119T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$28$2$1$7.62$7.82$--$--$Jan-2023$AMD EPYC 9224$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 6 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR650 (2.40 GHz, Intel Xeon Gold 5115)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$20$2$1$7.46$7.69$--$--$Jan-2023$AMD EPYC 9334$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 8 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR650 (3.20 GHz, Intel Xeon Gold 6134M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$8.73$8.98$--$--$Feb-2023$AMD EPYC 9454$2750$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 6 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR650 (2.40 GHz, Intel Xeon Gold 6148)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$40$2$1$8.89$9.18$--$--$Feb-2023$AMD EPYC 9254$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 6 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR630 (2.20 GHz, Intel Xeon Silver 4114T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$20$2$1$7.00$7.18$--$--$Feb-2023$AMD EPYC 9124$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 4 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR650 (3.00 GHz, Intel Xeon Platinum 8158)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$8.79$9.08$--$--$Jan-2023$AMD EPYC 9554$3100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR630 (3.40 GHz, Intel Xeon Gold 6128)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$12$2$1$8.32$8.55$--$--$Feb-2023$AMD EPYC 9354$3250$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8176M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$2$1$9.24$9.54$--$--$Jan-2023$AMD EPYC 9474F$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 6 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR550 (2.20 GHz, Intel Xeon Silver 4114T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$20$2$1$6.99$7.19$--$--$Jan-2023$AMD EPYC 9374F$3850$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 4 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR550 (3.40 GHz, Intel Xeon Gold 6128)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$12$2$1$8.35$8.58$--$--$Feb-2023$AMD EPYC 9274F$4050$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 3 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem ST550 (1.90 GHz, Intel Xeon Gold 5119T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$28$2$1$7.61$7.82$--$--$Jan-2023$AMD EPYC 9174F$4100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 2 cores$768 GB (24 x 32 GB 2Rx8 PC5-4800B-R)$1 x 3.84 TB NVME SSD
Lenovo Global Technology$ThinkSystem SR860 (2.30 GHz, Intel Xeon Gold 5118)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$4$1$7.62$7.85$--$--$Jun-2018$Intel Xeon Bronze 3106$1700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2133)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem ST550 (3.60 GHz, Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$2$1$8.19$8.40$--$--$Aug-2019$Intel Xeon Gold 6222V$1800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.20 GHz, Intel Xeon Gold 5120T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$56$4$1$7.65$7.89$--$--$Nov-2017$Intel Xeon Silver 4108$1800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR590 (1.80 GHz, Intel Xeon Silver 4108)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$2$1$6.87$7.09$--$--$May-2019$Intel Xeon Bronze 3204$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$8.25 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2133)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.00 GHz, Intel Xeon Platinum 8153)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$64$4$1$6.99$7.20$--$--$Jun-2020$Intel Xeon Bronze 3206R$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2133)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR590 (2.00 GHz, Intel Xeon Platinum 8153)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$32$2$1$6.96$7.17$--$--$Feb-2018$Intel Xeon Gold 5119T$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR860 (3.00 GHz, Intel Xeon Platinum 8158)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$48$48$4$1$8.86$9.10$--$--$Sep-2019$Intel Xeon Gold 5220T$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (3.60 GHz, Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$16$4$1$8.48$8.70$--$--$Sep-2019$Intel Xeon Gold 6238T$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$30.25 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.10 GHz, Intel Xeon Platinum 8160)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$96$96$4$1$9.01$9.21$--$--$May-2019$Intel Xeon Gold 6238T$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$30.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.60 GHz, Intel Xeon Silver 4112)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$8$2$1$6.57$6.76$--$--$Aug-2019$Intel Xeon Gold 6262V$1900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.30 GHz, Intel Xeon Gold 5118)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$24$2$1$7.55$7.76$--$--$Jan-2018$Intel Xeon Gold 5117$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 (2.20 GHz, Intel Xeon Silver 4114)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$20$2$1$7.00$7.21$--$--$Oct-2017$Intel Xeon Gold 6138$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 (1.90 GHz, Intel Xeon Gold 5119T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$28$2$1$7.58$7.82$--$--$May-2018$Intel Xeon Gold 6138T$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 (2.20 GHz, Intel Xeon Silver 4114T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$20$2$1$6.97$7.20$--$--$May-2018$Intel Xeon Platinum 8153$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R)$1 x 800 GB SAS SSD
