Test Sponsor$System Name$Base  Copies$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Lenovo Global Technology$ThinkSystem SR635 3.20 GHz, AMD EPYC 7343  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$180$181$--$--$May-2019$Intel Xeon Platinum 8260M$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.95 GHz, AMD EPYC 75F3  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$1$2$269$275$--$--$Oct-2018$Intel Xeon Platinum 8260Y$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.80 GHz, AMD EPYC 7543  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$32$1$1$250$252$--$--$Jul-2019$Intel Xeon Gold 5215$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R, running at 2666)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.80 GHz, AMD EPYC 7543P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$1$2$264$269$--$--$May-2019$Intel Xeon Gold 5215L$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.30 GHz, AMD EPYC 7643  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$1$1$282$283$--$--$May-2019$Intel Xeon Gold 5215M$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (2.40 GHz, Intel Xeon Gold 6312U)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$24$24$1$1$181$Not Run$--$--$Jun-2019$Intel Xeon Gold 6248$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (3.20 GHz, Intel Xeon Gold 5315Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$164$Not Run$--$--$Aug-2018$Intel Xeon Platinum 8180$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (3.00 GHz, Intel Xeon Gold 5317)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$224$Not Run$--$--$Aug-2018$Intel Xeon Platinum 8180M$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.10 GHz, Intel Xeon Gold 5318N)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$309$Not Run$--$--$Jan-2018$Intel Xeon Gold 6126$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.10 GHz, Intel Xeon Gold 5318S)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$324$Not Run$--$--$Jul-2018$Intel Xeon Gold 6126T$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.30 GHz, Intel Xeon Gold 5320T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$297$Not Run$--$--$Dec-2017$Intel Xeon Gold 6142$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.10 GHz, Intel Xeon Gold 6338T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$334$Not Run$--$--$May-2019$Intel Xeon Gold 6240$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (2.80 GHz, Intel Xeon Platinum 8362)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$64$2$1$443$Not Run$--$--$Aug-2019$Intel Xeon Gold 6240L$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR635 2.65 GHz, AMD EPYC 7413  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$205$216$--$--$Aug-2019$Intel Xeon Gold 6240M$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR635 2.85 GHz, AMD EPYC 7443  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$207$215$--$--$May-2019$Intel Xeon Gold 6240Y$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR635 2.85 GHz, AMD EPYC 7443P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$211$219$--$--$Sep-2019$Intel Xeon Gold 5220S$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R, running at 2666)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR635 2.75 GHz, AMD EPYC 7453  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$1$2$201$201$--$--$Jan-2018$Intel Xeon Gold 6150$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.10 GHz, Intel Xeon Silver 4310)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$197$Not Run$--$--$Oct-2019$Intel Xeon Gold 6226$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (2.90 GHz, Intel Xeon Gold 6326)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$287$Not Run$--$--$Aug-2018$Intel Xeon Platinum 8168$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (3.60 GHz, Intel Xeon Gold 6334)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$179$Not Run$--$--$Apr-2019$Intel Xeon Platinum 8270$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (2.40 GHz, Intel Xeon Gold 6336Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$349$Not Run$--$--$Sep-2019$Intel Xeon Platinum 8280$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (2.80 GHz, Intel Xeon Gold 6342)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$372$Not Run$--$--$Sep-2019$Intel Xeon Platinum 8280L$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR650 V2 (2.30 GHz, Intel Xeon Platinum 8352M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$64$2$1$393$Not Run$--$--$Sep-2019$Intel Xeon Platinum 8280M$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.65 GHz, AMD EPYC 7413  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$210$218$--$--$Jun-2019$Intel Xeon Gold 6242$2800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.85 GHz, AMD EPYC 7443  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$209$217$--$--$May-2019$Intel Xeon Platinum 8268$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.85 GHz, AMD EPYC 7443P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$211$220$--$--$Jul-2019$Intel Xeon Gold 5217$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R, running at 2666)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR655 2.75 GHz, AMD EPYC 7453  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$1$2$200$200$--$--$May-2018$Intel Xeon Gold 6136$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (2.10 GHz, Intel Xeon Silver 4310)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$196$Not Run$--$--$Jul-2018$Intel Xeon Gold 6154$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (3.20 GHz, Intel Xeon Gold 5315Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$160$Not Run$--$--$Dec-2017$Intel Xeon Platinum 8158$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (3.00 GHz, Intel Xeon Gold 5317)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$219$Not Run$--$--$Sep-2019$Intel Xeon Gold 6254$3100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SN550 V2 (2.10 GHz, Intel Xeon Gold 5318N)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$309$Not Run$--$--$Jan-2018$Intel Xeon Gold 6134$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (2.80 GHz, Intel Xeon Gold 6342)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$358$Not Run$--$--$Aug-2018$Intel Xeon Gold 6146$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR630 V2 (2.40 GHz, Intel Xeon Silver 4314)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$255$Not Run$--$--$Sep-2019$Intel Xeon Gold 6234$3300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR630 V2 (2.30 GHz, Intel Xeon Silver 4316)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$289$Not Run$--$--$Aug-2019$Intel Xeon Gold 6246$3300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR630 V2 (3.20 GHz, Intel Xeon Gold 5315Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$164$Not Run$--$--$Jul-2018$Intel Xeon Gold 6144$3500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR630 V2 (3.00 GHz, Intel Xeon Gold 5317)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$229$Not Run$--$--$May-2018$Intel Xeon Gold 5122$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR630 V2 (2.10 GHz, Intel Xeon Gold 5318Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$322$Not Run$--$--$Nov-2019$Intel Xeon Gold 6244$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR630 V2 (2.20 GHz, Intel Xeon Gold 5320)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$352$Not Run$--$--$Jun-2019$Intel Xeon Gold 6244$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR630 V2 (2.90 GHz, Intel Xeon Gold 6326)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$289$Not Run$--$--$May-2018$Intel Xeon Platinum 8156$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR630 V2 (3.60 GHz, Intel Xeon Gold 6334)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$181$Not Run$--$--$Nov-2019$Intel Xeon Gold 5222$3800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR630 V2 (2.40 GHz, Intel Xeon Gold 6336Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$352$Not Run$--$--$May-2019$Intel Xeon Gold 5222$3800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SR630 V2 (2.80 GHz, Intel Xeon Gold 6342)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$371$Not Run$--$--$Nov-2019$Intel Xeon Platinum 8256$3800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SD630 V2 (3.60 GHz, Intel Xeon Gold 6334)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$178$Not Run$--$--$Jun-2019$Intel Xeon Platinum 8256$3800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933Y-R)$800 GB tmpfs
Lenovo Global Technology$ThinkSystem SD650 V2 (2.90 GHz, Intel Xeon Gold 6326)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$286$Not Run$--$--$Nov-2020$Intel Xeon Gold 6330H$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R, running at 2933)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD650 V2 (2.40 GHz, Intel Xeon Gold 6336Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$353$Not Run$--$--$Nov-2020$Intel Xeon Gold 6348H$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R, running at 2933)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (2.10 GHz, Intel Xeon Silver 4310)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$199$Not Run$--$--$Dec-2020$Intel Xeon Gold 5320H$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R, running at 2666)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (2.30 GHz, Intel Xeon Silver 4316)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$285$Not Run$--$--$Nov-2020$Intel Xeon Gold 5318H$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R, running at 2666)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (3.20 GHz, Intel Xeon Gold 5315Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$163$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8353H$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (2.10 GHz, Intel Xeon Gold 5318N)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$314$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8376H$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (2.10 GHz, Intel Xeon Gold 5318S)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$325$Not Run$--$--$Dec-2020$Intel Xeon Platinum 8376HL$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (2.30 GHz, Intel Xeon Gold 5320T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$294$Not Run$--$--$Dec-2020$Intel Xeon Platinum 8376HL$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST650 V2 (3.60 GHz, Intel Xeon Gold 6334)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$181$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8376HL$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR655 3.20 GHz, AMD EPYC 74F3  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$235$238$--$--$Oct-2020$Intel Xeon Platinum 8376HL$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR655 3.00 GHz, AMD EPYC 7313  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$178$180$--$--$Oct-2020$Intel Xeon Platinum 8376HL$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR655 3.00 GHz, AMD EPYC 7313P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$178$180$--$--$Nov-2020$Intel Xeon Gold 6328H$2800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R, running at 2933)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR655 3.20 GHz, AMD EPYC 7343  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$180$182$--$--$Dec-2020$Intel Xeon Gold 6328HL$2800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R, running at 2933)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.40 GHz, Intel Xeon Silver 4314)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$251$Not Run$--$--$Oct-2020$Intel Xeon Platinum 8380H$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.10 GHz, Intel Xeon Gold 5318Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$318$Not Run$--$--$Oct-2020$Intel Xeon Platinum 8380H$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 V2 (2.20 GHz, Intel Xeon Gold 5320)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$349$Not Run$--$--$Oct-2020$Intel Xeon Platinum 8380H$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (2.40 GHz, Intel Xeon Gold 6336Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$343$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8380HL$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (2.80 GHz, Intel Xeon Gold 6342)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$48$2$1$362$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8360H$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 V2 (2.30 GHz, Intel Xeon Platinum 8352M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$64$2$1$386$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8360HL$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 V2 (2.30 GHz, Intel Xeon Platinum 8352M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$64$2$1$404$Not Run$--$--$Nov-2020$Intel Xeon Platinum 8354H$3100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR635 2.95 GHz, AMD EPYC 75F3  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$1$2$265$272$--$--$Dec-2020$Intel Xeon Platinum 8356H$3900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx8 PC4-3200AA-R, running at 2933)$1 x 960 GB SATA SSD
