Test Sponsor$System Name$Base  Copies$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6148, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$160$80$4$2$379$388$--$--$Jul-2019$Intel Xeon Platinum 8276L$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R)$1 x 240G SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8176, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$224$112$4$2$444$452$--$--$Aug-2019$Intel Xeon Platinum 8280$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R)$1 x 240 GB M.2 SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6138, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$160$80$4$2$363$371$--$--$Aug-2019$Intel Xeon Platinum 8280M$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R)$1 x 240 GB M.2 SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6130, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$323$331$--$--$Dec-2017$Intel Xeon Silver 4108$1800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8153, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$325$327$--$--$Nov-2017$Intel Xeon Silver 4110$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8168, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$241$242$--$--$Nov-2017$Intel Xeon Silver 4112$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$8.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8153, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$163$164$--$--$Dec-2017$Intel Xeon Silver 4114$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8180, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$257$258$--$--$Dec-2017$Intel Xeon Silver 4116$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 1 TB SAS HDD, 7.2K RPM
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Gold 6138, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$192$194$--$--$Aug-2019$Intel Xeon Silver 4208$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 600 GB 10K RPM SAS
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Gold 6140, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$195$196$--$--$Aug-2019$Intel Xeon Silver 4210$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 1.2 TB SAS 7.2K RPM
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8164, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$208$104$4$2$446$449$--$--$Mar-2020$Intel Xeon Silver 4210R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 240 GB SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8170, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$233$234$--$--$Aug-2019$Intel Xeon Silver 4214$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400))$1 x 240 GB M.2 SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8160, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$438$440$--$--$Mar-2020$Intel Xeon Silver 4214R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 240 GB SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Gold 6144, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$139$140$--$--$Sep-2019$Intel Xeon Silver 4214Y$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 240 GB M.2 SATA SSD
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Gold 6148, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$204$206$--$--$Oct-2020$Intel Xeon Silver 4215$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 3.8 TB NVMe SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8170, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$208$104$4$2$464$466$--$--$Mar-2020$Intel Xeon Silver 4215R$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 960 GB SSD SAS
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8160, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$222$223$--$--$Aug-2019$Intel Xeon Silver 4216$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933V-R, running at 2400)$1 x 240 GB M.2 SATA SSD
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8164, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$227$228$--$--$Sep-2021$Intel Xeon Gold 5315Y$3200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$12 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$222$224$--$--$Aug-2021$Intel Xeon Gold 5317$3000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Bronze 3104, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$12$2$1$45.6$46.2$--$--$Aug-2021$Intel Xeon Gold 5318N$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R, running at 2666)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Gold 6142M, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$188$190$--$--$Aug-2021$Intel Xeon Gold 5318S$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 5120, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$4$2$297$300$--$--$Aug-2021$Intel Xeon Gold 5318Y$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$237$239$--$--$Jul-2021$Intel Xeon Gold 5320$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R, running at 2933)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$233$234$--$--$Aug-2021$Intel Xeon Gold 5320T$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$30 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 240 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6140, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$377$381$--$--$Sep-2021$Intel Xeon Gold 6312U$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC4-3200V-R)$1 x 240 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B200 M5 (Intel Xeon Gold 6140M, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$193$195$--$--$Sep-2021$Intel Xeon Gold 6314U$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC4-3200V-R)$1 x 240 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8156, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$152$154$--$--$Jul-2021$Intel Xeon Gold 6326$2900$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6154, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$416$420$--$--$Jul-2021$Intel Xeon Gold 6330$2000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R, running at 2933)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8168, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$476$479$--$--$May-2021$Intel Xeon Gold 6330$2000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 960 GB SATA SSD
Cisco Systems$Cisco UCS C125 (AMD EPYC 7501)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$2$2$256$Not Run$--$--$Aug-2021$Intel Xeon Gold 6330N$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2666)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS C125 (AMD EPYC 7601)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$1$2$130$Not Run$--$--$Jul-2021$Intel Xeon Gold 6334$3600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$224$112$4$2$506$Not Run$--$--$Aug-2021$Intel Xeon Gold 6336Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C240 M5 (Intel Xeon Gold 5117, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$2$2$134$137$--$--$Jul-2021$Intel Xeon Gold 6338$2000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C125 (AMD EPYC 7281)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$174$172$--$--$Aug-2021$Intel Xeon Gold 6338N$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2666)$1 x 240 GB M.2 SSD SATA
Cisco Systems$Cisco UCS C125 (AMD EPYC 7351)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$189$190$--$--$Aug-2021$Intel Xeon Gold 6338T$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C125 (AMD EPYC 7401)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$228$229$--$--$Jul-2021$Intel Xeon Gold 6342$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Cisco Systems$Cisco UCS C125 (AMD EPYC 7301)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$180$181$--$--$Jul-2021$Intel Xeon Gold 6346$3100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C125 (AMD EPYC 7251)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$104$105$--$--$May-2021$Intel Xeon Gold 6346$3100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$36 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R)$1 x 960 GB SATA SSD
Cisco Systems$Cisco UCS C125 (AMD EPYC 7261,  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$109$110$--$--$Aug-2021$Intel Xeon Gold 6348$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$42 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6132 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$4$2$344$352$--$--$Jul-2021$Intel Xeon Gold 6354$3000$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$39 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6142 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$370$373$--$--$Sep-2021$Intel Xeon Platinum 8351N$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$512 GB (8 x 64 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 240 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6150 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$399$406$--$--$Sep-2021$Intel Xeon Platinum 8352S$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6126 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$4$2$309$312$--$--$Sep-2021$Intel Xeon Platinum 8352V$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$1 TB (32 x 32 GB 2Rx4 PC4-3200V-R, running at 2933)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6134M 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$265$267$--$--$Sep-2021$Intel Xeon Platinum 8352Y$2200$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS C480 M5 (Intel Xeon Platinum 8160 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$438$445$--$--$Aug-2021$Intel Xeon Platinum 8358$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6134 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$261$267$--$--$Sep-2021$Intel Xeon Platinum 8358P$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$48 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 5122 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$145$147$--$--$Sep-2021$Intel Xeon Platinum 8360Y$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$54 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 960 GB M.2 SSD SATA
Cisco Systems$Cisco UCS C480 M5 (Intel Xeon Platinum 8164 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$208$104$4$2$451$460$--$--$Jul-2021$Intel Xeon Platinum 8368$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6128 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$4$2$209$214$--$--$Aug-2021$Intel Xeon Platinum 8368Q$2600$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$57 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6142M 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$364$372$--$--$Jul-2021$Intel Xeon Platinum 8380$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$60 MB I+D on chip per chip$1 TB (16 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 960 GB SATA SSD
Cisco Systems$Cisco UCS C240 M5 (Intel Xeon Gold 6134M, 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$134$137$--$--$Aug-2021$Intel Xeon Silver 4309Y$2800$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$12 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2666)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C220 M5 (Intel Xeon Platinum 8164, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$226$230$--$--$Aug-2021$Intel Xeon Silver 4310$2100$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$18 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2666)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C240 M5 (Intel Xeon Gold 6152 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$88$44$2$2$212$216$--$--$Sep-2021$Intel Xeon Silver 4310T$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$15 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200V-R, running at 2666)$1 x 240 GB M.2 SSD SATA
Cisco Systems$Cisco UCS C240 M5 (Intel Xeon Platinum 8168, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$243$243$--$--$Aug-2021$Intel Xeon Silver 4314$2400$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$24 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R, running at 2666)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C220 M5 (Intel Xeon Platinum 8168, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$242$246$--$--$Jul-2021$Intel Xeon Silver 4316$2300$32 KB I + 48 KB D on chip per core$1.25 MB I+D on chip per core$30 MB I+D on chip per chip$2 TB (32 x 64 GB 2Rx4 PC4-3200AA-R, running at 2666)$1 x 480 GB SATA SSD
Cisco Systems$Cisco UCS C480 M5 (Intel Xeon Gold 6148 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$160$80$4$2$405$413$--$--$Nov-2017$Intel Xeon Gold 5115$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$224$112$4$2$468$474$--$--$Nov-2017$Intel Xeon Gold 5118$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$208$104$4$2$462$464$--$--$Jun-2018$Intel Xeon Gold 5120$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 240 GB M.2 SATA SSD
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$443$451$--$--$Nov-2018$Intel Xeon Gold 5122$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 400 GB SSD SAS
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Gold 6140M, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$377$380$--$--$Jan-2020$Intel Xeon Gold 5218$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2933V-R, running at 2666)$1 x 1.9 TB SSD SAS
Cisco Systems$Cisco UCS C480 M5 (Intel Xeon Platinum 8153, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$323$330$--$--$Nov-2018$Intel Xeon Gold 6126$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 400 GB SSD SAS
Cisco Systems$Cisco UCS B480 M5 (Intel Xeon Platinum 8158, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$4$2$340$343$--$--$Nov-2018$Intel Xeon Gold 6128$3400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 400 GB SSD SAS
Cisco Systems$Cisco UCS C480 M5 (Intel Xeon Gold 6152 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$412$420$--$--$Dec-2017$Intel Xeon Gold 6130$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$768 GB (48 x 16 GB 2Rx4 PC4-2666V-R)$1 x 600 GB SAS HDD, 10K RPM
Cisco Systems$Cisco UCS C240 M5 (Intel Xeon Gold 6134 3.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$134$137$--$--$Oct-2018$Intel Xeon Gold 6132$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 400 GB SSD SAS
