Test Sponsor$System Name$Base  Copies$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Lenovo Global Technology$ThinkSystem SD650 (2.40 GHz, Intel Xeon Platinum 8260Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$290$Not Run$--$--$Apr-2019$Intel Xeon Platinum 8276M$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.10 GHz, Intel Xeon Silver 4208)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$82.5$Not Run$--$--$Dec-2017$Intel Xeon Silver 4114$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$131$Not Run$--$--$Apr-2018$Intel Xeon Silver 4114T$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 (2.50 GHz, Intel Xeon Gold 5215L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$120$Not Run$--$--$Jan-2018$Intel Xeon Silver 4114T$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN550 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$182$Not Run$--$--$Apr-2019$Intel Xeon Silver 4209T$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.50 GHz, Intel Xeon Gold 6248)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$249$Not Run$--$--$Apr-2019$Intel Xeon Silver 4210$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (3.80 GHz, Intel Xeon Platinum 8256)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$65.0$Not Run$--$--$May-2019$Intel Xeon Silver 4214$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN550 (2.40 GHz, Intel Xeon Platinum 8260M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$279$Not Run$--$--$Jun-2019$Intel Xeon Silver 4214Y$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$134$Not Run$--$--$Dec-2017$Intel Xeon Gold 5118$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR630 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$183$Not Run$--$--$Apr-2019$Intel Xeon Gold 5218$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (2.80 GHz, Intel Xeon Gold 6242)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$214$Not Run$--$--$May-2019$Intel Xeon Gold 5218B$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (3.10 GHz, Intel Xeon Gold 6254)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$252$Not Run$--$--$May-2019$Intel Xeon Gold 5218N$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR630 (2.90 GHz, Intel Xeon Platinum 8268)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$301$Not Run$--$--$Nov-2017$Intel Xeon Gold 6140$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN850 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$361$Not Run$--$--$Apr-2018$Intel Xeon Gold 6140M$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SN850 (1.90 GHz, Intel Xeon Gold 6238T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$449$Not Run$--$--$Aug-2019$Intel Xeon Gold 6230N$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SN850 (2.80 GHz, Intel Xeon Gold 6242)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$429$Not Run$--$--$Aug-2019$Intel Xeon Gold 6252N$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$183$Not Run$--$--$Jul-2020$Intel Xeon Silver 4210T$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$132$Not Run$--$--$Apr-2018$Intel Xeon Gold 5115$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR570 (2.50 GHz, Intel Xeon Gold 5215)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$116$Not Run$--$--$Apr-2018$Intel Xeon Gold 6148$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem ST550 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$128$Not Run$--$--$Jun-2020$Intel Xeon Gold 6240R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem ST550 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$180$Not Run$--$--$May-2019$Intel Xeon Platinum 8260$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$130$Not Run$--$--$May-2019$Intel Xeon Platinum 8260L$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.50 GHz, Intel Xeon Gold 5215)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$121$Not Run$--$--$May-2019$Intel Xeon Platinum 8260M$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$181$Not Run$--$--$May-2019$Intel Xeon Platinum 8260Y$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.20 GHz, Intel Xeon Gold 5220)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$200$Not Run$--$--$Jul-2020$Intel Xeon Silver 4210R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.10 GHz, Intel Xeon Gold 6230)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$224$Not Run$--$--$Apr-2020$Intel Xeon Silver 4210R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.60 GHz, Intel Xeon Gold 6240)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$228$Not Run$--$--$Jul-2020$Intel Xeon Silver 4214R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD530 (2.80 GHz, Intel Xeon Gold 6242)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$212$Not Run$--$--$Apr-2020$Intel Xeon Silver 4214R$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.30 GHz, Intel Xeon Gold 5218B)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$364$Not Run$--$--$Apr-2019$Intel Xeon Gold 5215$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.60 GHz, Intel Xeon Gold 6240)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$445$Not Run$--$--$May-2019$Intel Xeon Gold 5215L$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (3.60 GHz, Intel Xeon Gold 6244)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$263$Not Run$--$--$Apr-2019$Intel Xeon Gold 5215M$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (2.40 GHz, Intel Xeon Platinum 8260L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$563$Not Run$--$--$Apr-2019$Intel Xeon Gold 6248$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD650 (3.20 GHz, Intel Xeon Platinum 8274)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$313$Not Run$--$--$Oct-2017$Intel Xeon Platinum 8180$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR630 (2.40 GHz, Intel Xeon Platinum 8260Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$280$Not Run$--$--$Jun-2018$Intel Xeon Platinum 8180M$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SD650 (2.60 GHz, Intel Xeon Gold 6240)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$234$Not Run$--$--$Apr-2019$Intel Xeon Silver 4215$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SD650 (2.80 GHz, Intel Xeon Gold 6242)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$218$Not Run$--$--$Nov-2017$Intel Xeon Gold 6126$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SD650 (2.10 GHz, Intel Xeon Gold 6252)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$271$Not Run$--$--$Nov-2017$Intel Xeon Gold 6126T$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SD530 (2.50 GHz, Intel Xeon Gold 6248)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$244$Not Run$--$--$May-2018$Intel Xeon Gold 6132$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR530 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$132$Not Run$--$--$Apr-2018$Intel Xeon Gold 6142$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR550 (2.20 GHz, Intel Xeon Silver 4214Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$131$Not Run$--$--$May-2018$Intel Xeon Gold 6142M$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 (2.30 GHz, Intel Xeon Gold 5218N)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$175$Not Run$--$--$Apr-2019$Intel Xeon Gold 6240$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 (3.80 GHz, Intel Xeon Gold 5222)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$64.5$Not Run$--$--$Aug-2019$Intel Xeon Gold 6240L$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR650 (2.20 GHz, Intel Xeon Platinum 8276)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$299$Not Run$--$--$Aug-2019$Intel Xeon Gold 6240M$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (3.80 GHz, Intel Xeon Gold 5222)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$127$Not Run$--$--$Apr-2019$Intel Xeon Gold 6240Y$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR850 (3.80 GHz, Intel Xeon Platinum 8256)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$128$Not Run$--$--$Dec-2017$Intel Xeon Silver 4112$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$8.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR950 (2.50 GHz, Intel Xeon Gold 5215)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$4$2$239$Not Run$--$--$Aug-2019$Intel Xeon Gold 5220S$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR950 (1.90 GHz, Intel Xeon Gold 6238T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$453$Not Run$--$--$Nov-2017$Intel Xeon Gold 6150$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR950 (2.50 GHz, Intel Xeon Gold 6248)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$160$80$4$2$496$Not Run$--$--$Aug-2019$Intel Xeon Gold 6226$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.50 GHz, Intel Xeon Gold 5215M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$4$2$236$Not Run$--$--$Jul-2020$Intel Xeon Gold 6258R$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.20 GHz, Intel Xeon Gold 5220)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$397$Not Run$--$--$Nov-2017$Intel Xeon Platinum 8168$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR860 (3.80 GHz, Intel Xeon Gold 5222)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$128$Not Run$--$--$May-2019$Intel Xeon Platinum 8270$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (1.90 GHz, Intel Xeon Gold 6238T)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$454$Not Run$--$--$Apr-2019$Intel Xeon Platinum 8280$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.80 GHz, Intel Xeon Gold 6242)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$426$Not Run$--$--$Mar-2019$Intel Xeon Platinum 8280$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (3.60 GHz, Intel Xeon Gold 6244)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$264$Not Run$--$--$Mar-2019$Intel Xeon Platinum 8280L$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.50 GHz, Intel Xeon Gold 6248)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$160$80$4$2$495$Not Run$--$--$Mar-2019$Intel Xeon Platinum 8280L$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.10 GHz, Intel Xeon Gold 6252)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$529$Not Run$--$--$Apr-2019$Intel Xeon Platinum 8280M$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.20 GHz, Intel Xeon Platinum 8253)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$335$Not Run$--$--$May-2019$Intel Xeon Gold 6242$2800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (3.80 GHz, Intel Xeon Platinum 8256)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$128$Not Run$--$--$Jun-2020$Intel Xeon Gold 6226R$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.40 GHz, Intel Xeon Platinum 8260L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$565$Not Run$--$--$May-2019$Intel Xeon Platinum 8268$2900$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.40 GHz, Intel Xeon Platinum 8260M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$548$Not Run$--$--$Apr-2019$Intel Xeon Gold 5217$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2666)$1 x 800 GB SATA SSD
Lenovo Global Technology$ThinkSystem SR860 (2.40 GHz, Intel Xeon Platinum 8260Y)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$558$Not Run$--$--$Apr-2018$Intel Xeon Gold 6136$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR860 (2.90 GHz, Intel Xeon Platinum 8268)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$192$96$4$2$592$Not Run$--$--$Mar-2018$Intel Xeon Gold 6154$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 800 GB SAS SSD
Lenovo Global Technology$ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6240)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$230$Not Run$--$--$Jun-2020$Intel Xeon Gold 6248R$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 800 GB SATA SSD
