Table_Type$Company$System_Name$Cores$Chips$Threads$Jvm_Name$Jvm_Version$Publish_Date$Cpu_Name$Cpu_Frequency$Primary_Instruction_Cache$Primary_Data_Cache$Secondary_Cache$Memory$Total_Result
Jvm$Sun Microsystems$Sun Fire X4450$16.0$4.0$16.0$Java Hotspot(TM) 64-Bit Server VM on Solaris$1.6.0_06 Performance Release$Wed Jun 04 04:54:27 EDT 2008$Intel Xeon X7350 Quad Core (1066 MHz system bus)$2933.0$32.0$32.0$8192.0$65536.0$260.08
Jvm$Sun Microsystems$Sun Fire X4450$24.0$4.0$24.0$Java HotSpot(TM) 64-Bit Server VM$1.6.0_06 Performance Release$Tue Sep 09 00:50:37 EDT 2008$Intel Xeon X7460 Quad Core (1066 MHz system bus)$2667.0$32.0$32.0$9216.0$65536.0$283.79
Jvm$Sun Microsystems$Sun Blade X6270$8.0$2.0$16.0$Java HotSpot(TM) 64-Bit Server VM$1.6.0_14 Performance Release$Wed Mar 25 12:12:12 EDT 2009$Intel Xeon X5570 (Intel Turbo Boost Technology up to 3.33GHz)$2.93$32.0$32.0$256.0$49152.0$317.13
Jvm$Apple$iMac (Early 2009)$2.0$1.0$2.0$Java HotSpot(TM) Client VM$1.5.0_20-141 mixed mode$Fri Oct 02 11:19:32 PDT 2009$Intel Core 2 Duo CPU E8335$2930.0$32.0$32.0$6144.0$4096.0$26.37
Jvm$Apple$iMac (Early 2009)$2.0$1.0$2.0$Java HotSpot(TM) Client VM$14.1-b02-90 mixed mode$Mon Oct 05 10:28:48 PDT 2009$Intel Core 2 Duo CPU E8335$2930.0$32.0$32.0$6144.0$4096.0$37.37
Jvm$Apple$iMac (Early 2009)$2.0$1.0$2.0$Java HotSpot(TM) 64-Bit Server VM$14.1-b02-90 mixed mode$Fri Oct 02 15:05:27 PDT 2009$Intel Core 2 Duo CPU E8335$2930.0$32.0$32.0$6144.0$4096.0$51.6
Jvm$Oracle Corporation$SPARC T3-2$32.0$2.0$256.0$Java HotSpot(TM) 64-Bit Server VM on Solaris$1.6.0_21 Performance Release$Thu Sep 16 02:23:05 EDT 2010$SPARC T3$1.65$16.0$8.0$6144.0$262144.0$320.52
Jvm$Oracle Corporation$SPARC T4-2$16.0$2.0$128.0$Java HotSpot(TM) 64-Bit Server VM$22.0-b08 mixed mode$Sat Oct 29 18:23:09 EDT 2011$SPARC T4$2848.0$16.0$16.0$128.0$262144.0$454.25
Jvm$Oracle Corporation$Netra SPARC T4-2$16.0$2.0$128.0$Java HotSpot(TM) 64-Bit Server VM$22.0-b10 mixed mode$Sun Jan 08 12:35:24 EST 2012$SPARC T4$2848.0$16.0$16.0$128.0$262144.0$454.52
Jvm$Huawei Technologies Co$RH 2285$12.0$2.0$24.0$Java Hotspot(TM) 64-Bit Server VM on Linux$Java(TM) SE Runtime Environment (build 1.7.0_02-b13)$Thu Dec 29 13:52:35 CST 2011$Intel Xeon E5645 (Intel Turbo Boost Technology up to 2.67GHz)$2.4$32.0$32.0$256.0$49152.0$335.78
Jvm$Sugon$Sugon I620-G20(Intel Xeon E5-2660 v3)$20.0$2.0$40.0$OpenJDK 64-Bit Server VM$24.45-b08 mixed mode$Thu Dec 25 19:18:18 CST 2014$Intel Xeon E5-2660 v3(Intel Turbo Boost Technology up to 3.30 GHz)$2600.0$16.0$16.0$256.0$262144.0$853.15
Jvm$Sugon$Sugon I840-G25(Intel Xeon E7-4830 v2)$40.0$4.0$40.0$OpenJDK Java 1.7.0 64-bit Server VM$24.45-b08 mixed mode$Thu Aug 20 04:16:03 GMT-05:00 2015$Intel Xeon E7-4830 v2(Intel Turbo Boost Technology up to 2.70 GHz)$2200.0$16.0$16.0$256.0$262144.0$897.23
